com.name,family,genus,species,gender,published.Linf,published.K,published.t0,L50,published.M,published.L50.Linf,published.M.K,published.Hoenig.M.K,standardised.Linf,standardised.K,standardised.t0,standardised.L50.Linf,standardised.M.K,Hoenig.M,max.age,LW.a,LW.b,measurement,location,estimation.technique,reference,notes,curve.definition,latitude,hemisphere,largest.fish.in.sample,proportional.difference.between.st.Linf.and.largest.fish.in.sample,quality.code
Striped surgeonfish,Acanthuridae,Acanthurus,Acanthurus lineatus,All,221.000000000000,1.330000000000,-0.090000000000,143.000000000000,,0.647058823529,,0.080816792475,162.000000000000,1.130000000000,-0.148000000000,0.882716049383,0.095120649550,0.107486333992,42.000000000000,,,FL,"Australia, Lizard island",Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,14.600000000000,S,250.000000000000,0.543209876543,1.000000000000
Striped surgeonfish,Acanthuridae,Acanthurus,Acanthurus lineatus,All,189.100000000000,0.680000000000,-0.900000000000,,,,,0.154457541486,189.000000000000,0.544000000000,-0.260000000000,,0.193071926858,0.105031128211,43.000000000000,,,SL,Northern GBR Mid shelf,Ageing otoliths,"Gust, Choat & Ackerman 2002",Asymptotic size defined,3.000000000000,15.000000000000,S,210.000000000000,0.111111111111,1.000000000000
Striped surgeonfish,Acanthuridae,Acanthurus,Acanthurus lineatus,All,183.000000000000,0.462000000000,-0.320000000000,143.000000000000,,0.781420765027,,0.232654402579,178.000000000000,0.362000000000,-0.417000000000,0.803370786517,0.296923574563,0.107486333992,42.000000000000,0.000221900000,2.691000000000,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",Asymptotic size defined,3.000000000000,14.600000000000,S,210.000000000000,0.179775280899,1.000000000000
Striped surgeonfish,Acanthuridae,Acanthurus,Acanthurus lineatus,All,205.000000000000,0.880000000000,-0.150000000000,,,,,0.119353554785,213.000000000000,0.327000000000,-0.379000000000,,0.321196110736,0.105031128211,43.000000000000,,,FL,Moorea,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,17.500000000000,S,240.000000000000,0.126760563380,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus lineatus,All,,,,,,,,,163.000000000000,0.601000000000,-0.277000000000,,0.389738712204,0.234232966035,19.000000000000,,,FL,Marquesas,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,9.000000000000,S,270.000000000000,0.656441717791,1.000000000000
Striped surgeonfish,Acanthuridae,Acanthurus,Acanthurus lineatus,All,190.000000000000,1.140000000000,-0.120000000000,180.000000000000,,0.947368421053,,0.216671406540,202.000000000000,0.539000000000,-0.245000000000,0.891089108911,0.458266054649,0.247005403456,18.000000000000,,,FL,American Samoa,Ageing otoliths,Mutz 2006 & Craig et al. 1997,Asymptotic size defined,3.000000000000,14.000000000000,S,230.000000000000,0.138613861386,1.000000000000
Striped surgeonfish,Acanthuridae,Acanthurus,Acanthurus lineatus,All,203.000000000000,0.800000000000,-0.200000000000,180.000000000000,0.200000000000,0.886699507389,0.250000000000,0.250000000000,202.000000000000,0.531000000000,-0.249000000000,0.891089108911,0.465170251329,0.247005403456,18.000000000000,0.000023442288,3.030000000000,FL,America Samoa,Ageing otoliths,Craig et al. 1997,Asymptotic size defined,3.000000000000,14.000000000000,S,230.000000000000,0.138613861386,1.000000000000
Striped surgeonfish,Acanthuridae,Acanthurus,Acanthurus lineatus,All,201.000000000000,0.440000000000,-0.260000000000,,,,,0.406587749260,211.100000000000,0.201000000000,-0.628000000000,,0.941571629866,0.178898609675,25.000000000000,,,FL,Outer GBR,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,14.500000000000,S,230.000000000000,0.089531027949,1.000000000000
Striped surgeonfish,Acanthuridae,Acanthurus,Acanthurus lineatus,All,174.800000000000,0.340000000000,-0.900000000000,,,,,0.506292284574,176.800000000000,0.204000000000,-0.746000000000,,1.056069796044,0.172139376755,26.000000000000,,,SL,Northern GBR Outer shelf,Ageing otoliths,"Gust, Choat & Ackerman 2002",Asymptotic size defined,3.000000000000,15.000000000000,S,200.000000000000,0.131221719457,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus mata,All,383.000000000000,0.219000000000,0.000000000000,,,,,0.886590766813,,,,,,0.194163377932,23.000000000000,,,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",,4.000000000000,14.600000000000,S,,,-999.000000000000
,Acanthuridae,Acanthurus,Acanthurus nigricans,All,143.000000000000,0.280000000000,-0.690000000000,,,,,0.472404173814,,,,,,0.132273168668,34.000000000000,,,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",,4.000000000000,14.600000000000,S,,,-999.000000000000
,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,All,166.000000000000,1.720000000000,0.310000000000,135.000000000000,,0.813253012048,,0.104010819578,141.000000000000,0.593000000000,-0.328000000000,0.957446808511,0.301683996079,0.178898609675,25.000000000000,,,FL,GBR Centipede,Ageing otoliths,Hart & Russ 1996,Asymptotic size defined,3.000000000000,18.500000000000,S,190.000000000000,0.347517730496,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,All,161.000000000000,0.380000000000,-3.030000000000,135.000000000000,,0.838509316770,,0.558703137073,155.000000000000,0.521000000000,-0.336000000000,0.870967741935,0.407499408997,0.212307192088,21.000000000000,,,FL,GBR Grub,Ageing otoliths,Hart & Russ 1996,Asymptotic size defined,3.000000000000,18.500000000000,S,180.000000000000,0.161290322581,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,All,127.000000000000,0.510000000000,-1.810000000000,105.000000000000,,0.826771653543,,0.436719337122,118.000000000000,0.501000000000,-0.475000000000,0.889830508475,0.444564594675,0.222726861932,20.000000000000,,,FL,GBR Coil,Ageing otoliths,Hart & Russ 1996,Asymptotic size defined,3.000000000000,18.500000000000,S,160.000000000000,0.355932203390,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,All,158.000000000000,0.450000000000,-2.260000000000,105.000000000000,,0.664556962025,,0.520517702300,148.000000000000,0.478000000000,-0.388000000000,0.709459459459,0.490027125596,0.234232966035,19.000000000000,,,FL,GBR Yankee,Ageing otoliths,Hart & Russ 1996,Asymptotic size defined,3.000000000000,18.500000000000,S,190.000000000000,0.283783783784,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,All,144.000000000000,0.160000000000,-8.150000000000,105.000000000000,,0.729166666667,,1.846470845759,131.000000000000,0.523000000000,-0.406000000000,0.801526717557,0.564885918397,0.295435335322,15.000000000000,,,FL,GBR Dip,Ageing otoliths,Hart & Russ 1996,Asymptotic size defined,3.000000000000,18.500000000000,S,160.000000000000,0.221374045802,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,All,156.000000000000,0.190000000000,-6.050000000000,105.000000000000,,0.673076923077,,1.300028439241,156.000000000000,0.371000000000,-0.470000000000,0.673076923077,0.665782758641,0.247005403456,18.000000000000,,,FL,GBR Bowl,Ageing otoliths,Hart & Russ 1996,Asymptotic size defined,3.000000000000,18.500000000000,S,180.000000000000,0.153846153846,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,All,120.000000000000,0.783000000000,0.000000000000,,,,,0.354141211712,,,,,,0.277292568770,16.000000000000,,,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",,4.000000000000,14.600000000000,S,,,-999.000000000000
Orange shoulder tang,Acanthuridae,Acanthurus,Acanthurus olivaceus,All,210.000000000000,1.066000000000,-0.120000000000,188.000000000000,,0.895238095238,,0.127775079632,212.000000000000,0.528000000000,-0.238000000000,0.886792452830,0.257970141834,0.136208234888,33.000000000000,0.000033850000,3.055000000000,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",Asymptotic size defined,3.000000000000,14.600000000000,S,250.000000000000,0.179245283019,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus xanthopterus,All,426.000000000000,0.287000000000,-0.210000000000,,,,,0.460882120794,,,,,,0.132273168668,34.000000000000,,,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",,4.000000000000,14.600000000000,S,,,-999.000000000000
,Acanthuridae,Acanthurus,Acanthurus xanthopterus,All,490.000000000000,0.300000000000,0.000000000000,320.000000000000,,0.653061224490,,,,,,,,,,0.000093000000,2.800000000000,FL,"French Polynesia, Tuamotu Archipelago",Length analysis,Caillart et al. ,,5.000000000000,18.000000000000,S,,,-999.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus bionatatus,All,146.000000000000,0.420000000000,-0.390000000000,,,,,1.047453527196,139.000000000000,0.501000000000,-0.397000000000,,0.878104753338,0.439930481422,10.000000000000,0.000018400000,3.213000000000,SL,"Australia, Lizard island",Ageing otoliths,Lou 1992,Asymptotic size defined,3.000000000000,14.600000000000,S,260.000000000000,0.870503597122,1.000000000000
,Acanthuridae,Ctenochaetus,Ctenochaetus lunulatus,All,105.200000000000,1.910000000000,0.000000000000,,,,,0.255437433754,100.700000000000,0.585000000000,-0.487000000000,,0.833992305076,0.487885498469,9.000000000000,,,SL,Pohnpei,Ageing otoliths sectioned,Moore et al. 2015,Asymptotic Size defined,3.000000000000,6.850000000000,N,110.000000000000,0.092353525323,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,194.000000000000,1.000000000000,-0.300000000000,,,,,0.121733458562,192.000000000000,0.571000000000,-0.244000000000,,0.213193447569,0.121733458562,37.000000000000,,,FL,Lizard Island,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,14.000000000000,S,230.000000000000,0.197916666667,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,232.000000000000,1.300000000000,-0.200000000000,,,,,0.123120824413,203.000000000000,0.746000000000,-0.176000000000,,0.214553715466,0.160057071737,28.000000000000,,,FL,Oman,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,17.000000000000,N,250.000000000000,0.231527093596,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,171.000000000000,0.900000000000,-0.400000000000,,,,,0.198776232972,167.000000000000,0.777000000000,-0.209000000000,,0.230242740894,0.178898609675,25.000000000000,,,FL,Lizard Island - Outer Reef,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,14.000000000000,S,210.000000000000,0.257485029940,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,168.000000000000,0.591000000000,-0.270000000000,124.000000000000,,0.738095238095,,0.217531299120,158.000000000000,0.520000000000,-0.331000000000,0.784810126582,0.247232688038,0.128560997780,35.000000000000,0.000035170000,3.066000000000,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",Asymptotic size defined,3.000000000000,14.600000000000,S,200.000000000000,0.265822784810,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,176.000000000000,1.400000000000,-0.200000000000,,,,,0.089323753111,180.000000000000,0.413000000000,-0.362000000000,,0.302792383427,0.125053254355,36.000000000000,,,FL,Ofu-Olosega,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,14.000000000000,S,220.000000000000,0.222222222222,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,201.000000000000,0.800000000000,-0.300000000000,,,,,0.175483702219,181.000000000000,0.441000000000,-0.336000000000,,0.318337781804,0.140386961776,32.000000000000,,,FL,Townsville,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,19.000000000000,S,230.000000000000,0.270718232044,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,205.000000000000,2.100000000000,-0.100000000000,,,,,0.111539507636,215.000000000000,0.698000000000,-0.177000000000,,0.335577315236,0.234232966035,19.000000000000,,,FL,"Seychelles, Mahe Plateau",Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,4.000000000000,S,240.000000000000,0.116279069767,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,128.000000000000,0.600000000000,-0.700000000000,,,,,0.266761786229,134.000000000000,0.383000000000,-0.536000000000,,0.417903581559,0.160057071737,28.000000000000,,,FL,Kimbe Bay,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,5.000000000000,S,160.000000000000,0.194029850746,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,185.000000000000,1.100000000000,-0.300000000000,,,,,0.193006538261,190.000000000000,0.502000000000,-0.280000000000,,0.422922693402,0.212307192088,21.000000000000,,,FL,"Amirantes, Seychelles",Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,6.000000000000,S,220.000000000000,0.157894736842,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,172.000000000000,0.750000000000,-0.400000000000,,,,,0.176364224890,178.000000000000,0.291000000000,-0.521000000000,,0.454546971367,0.132273168668,34.000000000000,,,FL,Tutuila,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,14.000000000000,S,220.000000000000,0.235955056180,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,188.000000000000,0.400000000000,-0.600000000000,,,,,0.414691225533,190.000000000000,0.343000000000,-0.411000000000,,0.483604927736,0.165876490213,27.000000000000,,,FL,Cocos Keeling Lagoon,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,12.000000000000,S,250.000000000000,0.315789473684,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,170.000000000000,0.900000000000,-0.200000000000,150.000000000000,,0.882352941176,,0.146970187409,176.000000000000,0.272000000000,-0.562000000000,0.852272727273,0.486298414220,0.132273168668,34.000000000000,,,FL,"American Samoa, Tutuila",Ageing otoliths,Ochavillo et al. 2011,Asymptotic size defined,3.000000000000,14.000000000000,S,220.000000000000,0.250000000000,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,178.000000000000,0.700000000000,-0.400000000000,,,,,0.303295988697,187.000000000000,0.385000000000,-0.372000000000,,0.551447252176,0.212307192088,21.000000000000,,,FL,Moorea,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,17.500000000000,S,220.000000000000,0.176470588235,1.000000000000
,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,150.500000000000,1.318000000000,0.000000000000,,0.246000000000,,0.186646433991,0.186646433991,136.800000000000,0.726000000000,-0.278000000000,,0.551823023490,0.400623515054,11.000000000000,,,SL,Pohnpei,Ageing otoliths sectioned,Moore et al. 2015,Asymptotic Size defined,3.000000000000,6.850000000000,N,170.000000000000,0.242690058480,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,199.000000000000,0.300000000000,-0.800000000000,,,,,0.440910562226,197.000000000000,0.232000000000,-0.584000000000,,0.570142968396,0.132273168668,34.000000000000,,,FL,One Tree Island,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,23.000000000000,S,240.000000000000,0.218274111675,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,182.000000000000,0.500000000000,-0.600000000000,,,,,0.344278753510,184.000000000000,0.267000000000,-0.546000000000,,0.644716766873,0.172139376755,26.000000000000,,,FL,Ta'u,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,14.000000000000,S,230.000000000000,0.250000000000,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,159.000000000000,0.500000000000,-0.700000000000,,,,,0.522532381290,161.000000000000,0.401000000000,-0.420000000000,,0.651536635025,0.261266190645,17.000000000000,,,FL,Kavieng,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,3.000000000000,S,180.000000000000,0.118012422360,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,194.000000000000,0.400000000000,-0.700000000000,,,,,0.556817154830,195.000000000000,0.294000000000,-0.465000000000,,0.757574360313,0.222726861932,20.000000000000,,,FL,Cocos Keeling,Ageing otoliths,Trip et al. 2008,Asymptotic size defined,3.000000000000,12.000000000000,S,220.000000000000,0.128205128205,1.000000000000
Orange stripe tang,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,All,184.000000000000,0.253000000000,-0.220000000000,124.000000000000,,0.673913043478,,1.096018058381,176.000000000000,0.312000000000,-0.491000000000,0.704545454545,0.888758233238,0.277292568770,16.000000000000,0.000021500000,3.167000000000,SL,"Australia, Lizard island",Ageing otoliths,Lou 1992,Asymptotic size defined,3.000000000000,14.600000000000,S,260.000000000000,0.477272727273,1.000000000000
,Acanthuridae,Naso,Naso annulatus,All,626.000000000000,0.213000000000,-0.190000000000,,,,,0.911565154611,,,,,,0.194163377932,23.000000000000,,,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",,4.000000000000,14.600000000000,S,,,-999.000000000000
,Acanthuridae,Naso,Naso brachycentron,All,434.000000000000,0.429000000000,0.000000000000,,,,,0.337605550699,,,,,,0.144832781250,31.000000000000,,,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",,4.000000000000,14.600000000000,S,,,-999.000000000000
